customer_id,name,email
1,Customer1,Customer1@hotmail.com
2,Customer2,Customer2@gmail.com
3,Customer3,Customer3@gmail.com
4,Customer4,Customer4@hotmail.com
5,Customer5,Customer5@yahoo.com
6,Customer6,Customer6@gmail.com
7,Customer7,Customer7@gmail.com
8,Customer8,Customer8@gmail.com
9,Customer9,Customer9@hotmail.com
10,Customer10,Customer10@gmail.com
11,Customer11,Customer11@hotmail.com
12,Customer12,Customer12@hotmail.com
13,Customer13,Customer13@hotmail.com
14,Customer14,Customer14@gmail.com
15,Customer15,Customer15@hotmail.com
16,Customer16,Customer16@yahoo.com
17,Customer17,Customer17@gmail.com
18,Customer18,Customer18@gmail.com
19,Customer19,Customer19@gmail.com
20,Customer20,Customer20@gmail.com
21,Customer21,Customer21@gmail.com
22,Customer22,Customer22@hotmail.com
23,Customer23,Customer23@hotmail.com
24,Customer24,Customer24@gmail.com
25,Customer25,Customer25@hotmail.com
26,Customer26,Customer26@gmail.com
27,Customer27,Customer27@hotmail.com
28,Customer28,Customer28@hotmail.com
29,Customer29,Customer29@hotmail.com
30,Customer30,Customer30@hotmail.com
31,Customer31,Customer31@yahoo.com
32,Customer32,Customer32@gmail.com
33,Customer33,Customer33@yahoo.com
34,Customer34,Customer34@hotmail.com
35,Customer35,Customer35@yahoo.com
36,Customer36,Customer36@gmail.com
37,Customer37,Customer37@gmail.com
38,Customer38,Customer38@hotmail.com
39,Customer39,Customer39@yahoo.com
40,Customer40,Customer40@yahoo.com
41,Customer41,Customer41@yahoo.com
42,Customer42,Customer42@gmail.com
43,Customer43,Customer43@gmail.com
44,Customer44,Customer44@yahoo.com
45,Customer45,Customer45@gmail.com
46,Customer46,Customer46@gmail.com
47,Customer47,Customer47@yahoo.com
48,Customer48,Customer48@gmail.com
49,Customer49,Customer49@yahoo.com
50,Customer50,Customer50@yahoo.com
51,Customer51,Customer51@hotmail.com
52,Customer52,Customer52@yahoo.com
53,Customer53,Customer53@gmail.com
54,Customer54,Customer54@hotmail.com
55,Customer55,Customer55@yahoo.com
56,Customer56,Customer56@hotmail.com
57,Customer57,Customer57@gmail.com
58,Customer58,Customer58@yahoo.com
59,Customer59,Customer59@gmail.com
60,Customer60,Customer60@hotmail.com
61,Customer61,Customer61@yahoo.com
62,Customer62,Customer62@hotmail.com
63,Customer63,Customer63@hotmail.com
64,Customer64,Customer64@yahoo.com
65,Customer65,Customer65@hotmail.com
66,Customer66,Customer66@gmail.com
67,Customer67,Customer67@hotmail.com
68,Customer68,Customer68@gmail.com
69,Customer69,Customer69@gmail.com
70,Customer70,Customer70@hotmail.com
71,Customer71,Customer71@gmail.com
72,Customer72,Customer72@yahoo.com
73,Customer73,Customer73@gmail.com
74,Customer74,Customer74@gmail.com
75,Customer75,Customer75@gmail.com
76,Customer76,Customer76@yahoo.com
77,Customer77,Customer77@yahoo.com
78,Customer78,Customer78@yahoo.com
79,Customer79,Customer79@hotmail.com
80,Customer80,Customer80@yahoo.com
81,Customer81,Customer81@gmail.com
82,Customer82,Customer82@yahoo.com
83,Customer83,Customer83@yahoo.com
84,Customer84,Customer84@gmail.com
85,Customer85,Customer85@hotmail.com
86,Customer86,Customer86@yahoo.com
87,Customer87,Customer87@hotmail.com
88,Customer88,Customer88@hotmail.com
89,Customer89,Customer89@hotmail.com
90,Customer90,Customer90@gmail.com
91,Customer91,Customer91@hotmail.com
92,Customer92,Customer92@hotmail.com
93,Customer93,Customer93@gmail.com
94,Customer94,Customer94@hotmail.com
95,Customer95,Customer95@hotmail.com
96,Customer96,Customer96@gmail.com
97,Customer97,Customer97@gmail.com
98,Customer98,Customer98@yahoo.com
99,Customer99,Customer99@yahoo.com
100,Customer100,Customer100@yahoo.com
101,Customer101,Customer101@hotmail.com
102,Customer102,Customer102@hotmail.com
103,Customer103,Customer103@hotmail.com
104,Customer104,Customer104@gmail.com
105,Customer105,Customer105@hotmail.com
106,Customer106,Customer106@yahoo.com
107,Customer107,Customer107@gmail.com
108,Customer108,Customer108@gmail.com
109,Customer109,Customer109@gmail.com
110,Customer110,Customer110@yahoo.com
111,Customer111,Customer111@yahoo.com
112,Customer112,Customer112@yahoo.com
113,Customer113,Customer113@gmail.com
114,Customer114,Customer114@gmail.com
115,Customer115,Customer115@hotmail.com
116,Customer116,Customer116@hotmail.com
117,Customer117,Customer117@yahoo.com
118,Customer118,Customer118@gmail.com
119,Customer119,Customer119@hotmail.com
120,Customer120,Customer120@yahoo.com
121,Customer121,Customer121@yahoo.com
122,Customer122,Customer122@hotmail.com
123,Customer123,Customer123@yahoo.com
124,Customer124,Customer124@gmail.com
125,Customer125,Customer125@yahoo.com
126,Customer126,Customer126@gmail.com
127,Customer127,Customer127@gmail.com
128,Customer128,Customer128@hotmail.com
129,Customer129,Customer129@hotmail.com
130,Customer130,Customer130@hotmail.com
131,Customer131,Customer131@yahoo.com
132,Customer132,Customer132@hotmail.com
133,Customer133,Customer133@hotmail.com
134,Customer134,Customer134@yahoo.com
135,Customer135,Customer135@hotmail.com
136,Customer136,Customer136@yahoo.com
137,Customer137,Customer137@yahoo.com
138,Customer138,Customer138@gmail.com
139,Customer139,Customer139@gmail.com
140,Customer140,Customer140@hotmail.com
141,Customer141,Customer141@yahoo.com
142,Customer142,Customer142@gmail.com
143,Customer143,Customer143@gmail.com
144,Customer144,Customer144@gmail.com
145,Customer145,Customer145@gmail.com
146,Customer146,Customer146@hotmail.com
147,Customer147,Customer147@gmail.com
148,Customer148,Customer148@hotmail.com
149,Customer149,Customer149@yahoo.com
150,Customer150,Customer150@hotmail.com
151,Customer151,Customer151@gmail.com
152,Customer152,Customer152@yahoo.com
153,Customer153,Customer153@yahoo.com
154,Customer154,Customer154@hotmail.com
155,Customer155,Customer155@yahoo.com
156,Customer156,Customer156@hotmail.com
157,Customer157,Customer157@yahoo.com
158,Customer158,Customer158@hotmail.com
159,Customer159,Customer159@gmail.com
160,Customer160,Customer160@hotmail.com
161,Customer161,Customer161@hotmail.com
162,Customer162,Customer162@gmail.com
163,Customer163,Customer163@hotmail.com
164,Customer164,Customer164@hotmail.com
165,Customer165,Customer165@yahoo.com
166,Customer166,Customer166@hotmail.com
167,Customer167,Customer167@yahoo.com
168,Customer168,Customer168@gmail.com
169,Customer169,Customer169@yahoo.com
170,Customer170,Customer170@yahoo.com
171,Customer171,Customer171@gmail.com
172,Customer172,Customer172@yahoo.com
173,Customer173,Customer173@gmail.com
174,Customer174,Customer174@hotmail.com
175,Customer175,Customer175@hotmail.com
176,Customer176,Customer176@yahoo.com
177,Customer177,Customer177@hotmail.com
178,Customer178,Customer178@gmail.com
179,Customer179,Customer179@hotmail.com
180,Customer180,Customer180@gmail.com
181,Customer181,Customer181@hotmail.com
182,Customer182,Customer182@yahoo.com
183,Customer183,Customer183@hotmail.com
184,Customer184,Customer184@hotmail.com
185,Customer185,Customer185@hotmail.com
186,Customer186,Customer186@gmail.com
187,Customer187,Customer187@gmail.com
188,Customer188,Customer188@yahoo.com
189,Customer189,Customer189@gmail.com
190,Customer190,Customer190@hotmail.com
191,Customer191,Customer191@hotmail.com
192,Customer192,Customer192@gmail.com
193,Customer193,Customer193@hotmail.com
194,Customer194,Customer194@yahoo.com
195,Customer195,Customer195@yahoo.com
196,Customer196,Customer196@gmail.com
197,Customer197,Customer197@gmail.com
198,Customer198,Customer198@yahoo.com
199,Customer199,Customer199@yahoo.com
200,Customer200,Customer200@gmail.com
201,Customer201,Customer201@gmail.com
202,Customer202,Customer202@gmail.com
203,Customer203,Customer203@hotmail.com
204,Customer204,Customer204@gmail.com
205,Customer205,Customer205@gmail.com
206,Customer206,Customer206@hotmail.com
207,Customer207,Customer207@yahoo.com
208,Customer208,Customer208@gmail.com
209,Customer209,Customer209@hotmail.com
210,Customer210,Customer210@gmail.com
211,Customer211,Customer211@gmail.com
212,Customer212,Customer212@hotmail.com
213,Customer213,Customer213@yahoo.com
214,Customer214,Customer214@hotmail.com
215,Customer215,Customer215@gmail.com
216,Customer216,Customer216@yahoo.com
217,Customer217,Customer217@hotmail.com
218,Customer218,Customer218@hotmail.com
219,Customer219,Customer219@yahoo.com
220,Customer220,Customer220@gmail.com
221,Customer221,Customer221@hotmail.com
222,Customer222,Customer222@hotmail.com
223,Customer223,Customer223@hotmail.com
224,Customer224,Customer224@gmail.com
225,Customer225,Customer225@hotmail.com
226,Customer226,Customer226@yahoo.com
227,Customer227,Customer227@yahoo.com
228,Customer228,Customer228@hotmail.com
229,Customer229,Customer229@hotmail.com
230,Customer230,Customer230@yahoo.com
231,Customer231,Customer231@yahoo.com
232,Customer232,Customer232@hotmail.com
233,Customer233,Customer233@yahoo.com
234,Customer234,Customer234@gmail.com
235,Customer235,Customer235@gmail.com
236,Customer236,Customer236@gmail.com
237,Customer237,Customer237@gmail.com
238,Customer238,Customer238@yahoo.com
239,Customer239,Customer239@gmail.com
240,Customer240,Customer240@hotmail.com
241,Customer241,Customer241@hotmail.com
242,Customer242,Customer242@gmail.com
243,Customer243,Customer243@hotmail.com
244,Customer244,Customer244@gmail.com
245,Customer245,Customer245@gmail.com
246,Customer246,Customer246@gmail.com
247,Customer247,Customer247@hotmail.com
248,Customer248,Customer248@hotmail.com
249,Customer249,Customer249@gmail.com
250,Customer250,Customer250@gmail.com
251,Customer251,Customer251@gmail.com
252,Customer252,Customer252@gmail.com
253,Customer253,Customer253@yahoo.com
254,Customer254,Customer254@gmail.com
255,Customer255,Customer255@hotmail.com
256,Customer256,Customer256@gmail.com
257,Customer257,Customer257@yahoo.com
258,Customer258,Customer258@hotmail.com
259,Customer259,Customer259@yahoo.com
260,Customer260,Customer260@gmail.com
261,Customer261,Customer261@hotmail.com
262,Customer262,Customer262@gmail.com
263,Customer263,Customer263@hotmail.com
264,Customer264,Customer264@hotmail.com
265,Customer265,Customer265@hotmail.com
266,Customer266,Customer266@yahoo.com
267,Customer267,Customer267@gmail.com
268,Customer268,Customer268@yahoo.com
269,Customer269,Customer269@yahoo.com
270,Customer270,Customer270@gmail.com
271,Customer271,Customer271@gmail.com
272,Customer272,Customer272@gmail.com
273,Customer273,Customer273@hotmail.com
274,Customer274,Customer274@yahoo.com
275,Customer275,Customer275@yahoo.com
276,Customer276,Customer276@yahoo.com
277,Customer277,Customer277@yahoo.com
278,Customer278,Customer278@yahoo.com
279,Customer279,Customer279@hotmail.com
280,Customer280,Customer280@gmail.com
281,Customer281,Customer281@hotmail.com
282,Customer282,Customer282@hotmail.com
283,Customer283,Customer283@hotmail.com
284,Customer284,Customer284@gmail.com
285,Customer285,Customer285@gmail.com
